key	value
T=1.613702 || screenImage=frame19.png	[{"center":"(1235.5,476.5)","visible":"true","name":"Plane002","cameraDistance":"53.97699","viewed":"13.209844813622906","rotationSpeed":"0","translationSpeed":"0","size":"(728,146)"}]
T=1.652243 || screenImage=frame20.png	[{"center":"(1302.5,452.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"62.16869","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0.619784255354837","size":"(34,19)"}]
T=1.6715135 || screenImage=frame20.png	[{"center":"(1317.5,441.0)","visible":"true","name":"Yellow Worker 3","cameraDistance":"71.39656","viewed":"10.111874208078342","rotationSpeed":"0","translationSpeed":"0","size":"(12,23)"},{"center":"(1302.5,452.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"62.16869","viewed":"13.536986370680884","rotationSpeed":"0","translationSpeed":"0.619784255354837","size":"(34,19)"}]
T=1.690784 || screenImage=frame20.png	[{"center":"(1317.5,441.0)","visible":"true","name":"Yellow Worker 3","cameraDistance":"71.39656","viewed":"10.111874208078342","rotationSpeed":"0","translationSpeed":"0","size":"(12,23)"}]
T=1.7554783333333335 || screenImage=frame21.png	[{"center":"(1319.5,441.0)","visible":"true","name":"Yellow Worker 3","cameraDistance":"71.31499","viewed":"4.924428900898052","rotationSpeed":"0","translationSpeed":"0","size":"(12,23)"},{"center":"(1303.5,452.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"62.13054","viewed":"17.356554957709783","rotationSpeed":"0","translationSpeed":"0.811411504924787","size":"(34,19)"}]
T=1.8201726666666667 || screenImage=frame22.png	[{"center":"(1320.5,441.0)","visible":"true","name":"Yellow Worker 3","cameraDistance":"71.24729","viewed":"7.826237921249264","rotationSpeed":"0","translationSpeed":"0","size":"(12,23)"}]
T=1.884867 || screenImage=frame22.png	[{"center":"(1320.5,441.0)","visible":"true","name":"Yellow Worker 3","cameraDistance":"71.24729","viewed":"9.340770846134703","rotationSpeed":"0","translationSpeed":"0","size":"(12,23)"}]
T=100.0127 || screenImage=frame1409.png	[{"center":"(955.5,403.0)","visible":"true","name":"ExcavatorC-03","cameraDistance":"38.78859","viewed":"4.716990566028302","rotationSpeed":"0","translationSpeed":"0","size":"(176,95)"}]
T=100.1699 || screenImage=frame1412.png	[{"center":"(970.0,404.5)","visible":"true","name":"ExcavatorC-03","cameraDistance":"39.01274","viewed":"16.62077013859466","rotationSpeed":"0","translationSpeed":"0","size":"(179,98)"}]
T=100.18915 || screenImage=frame1412.png	[{"center":"(970.0,404.5)","visible":"true","name":"ExcavatorC-03","cameraDistance":"39.01274","viewed":"12.419742348374221","rotationSpeed":"0","translationSpeed":"0","size":"(179,98)"}]
T=100.2084 || screenImage=frame1412.png	[{"center":"(970.0,404.5)","visible":"true","name":"ExcavatorC-03","cameraDistance":"39.01274","viewed":"13.46291201783626","rotationSpeed":"0","translationSpeed":"0","size":"(179,98)"}]
T=100.2528 || screenImage=frame1413.png	[{"center":"(971.0,404.0)","visible":"true","name":"ExcavatorC-03","cameraDistance":"39.09795","viewed":"14.212670403551895","rotationSpeed":"0","translationSpeed":"0","size":"(175,97)"}]
T=100.3803 || screenImage=frame1415.png	[{"center":"(976.5,404.0)","visible":"true","name":"ExcavatorC-03","cameraDistance":"39.26696","viewed":"5.408326913195984","rotationSpeed":"0","translationSpeed":"0","size":"(170,97)"}]
T=100.81315000000001 || screenImage=frame1423.png	[{"center":"(988.0,386.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.79612","viewed":"16.62077013859466","rotationSpeed":"0","translationSpeed":"0","size":"(9,12)"}]
T=100.8376 || screenImage=frame1423.png	[{"center":"(988.0,386.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.79612","viewed":"16.62077013859466","rotationSpeed":"0","translationSpeed":"0","size":"(9,12)"}]
T=100.8792 || screenImage=frame1424.png	[{"center":"(1038.0,412.0)","visible":"true","name":"ExcavatorC-03","cameraDistance":"40.07566","viewed":"13.601470508735444","rotationSpeed":"0","translationSpeed":"0","size":"(213,111)"}]
T=100.9215 || screenImage=frame1425.png	[{"center":"(1042.5,413.0)","visible":"true","name":"ExcavatorC-03","cameraDistance":"40.16507","viewed":"17.327723451163457","rotationSpeed":"0","translationSpeed":"0","size":"(216,111)"}]
T=100.9422 || screenImage=frame1425.png	[{"center":"(1042.5,413.0)","visible":"true","name":"ExcavatorC-03","cameraDistance":"40.16507","viewed":"18.82153022471871","rotationSpeed":"0","translationSpeed":"0","size":"(216,111)"}]
T=100.9991 || screenImage=frame1426.png	[{"center":"(1001.0,390.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.5428","viewed":"18.607794065928395","rotationSpeed":"0","translationSpeed":"0","size":"(11,18)"}]
T=101.05295000000001 || screenImage=frame1427.png	[{"center":"(1006.0,391.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.46093","viewed":"16.76305461424021","rotationSpeed":"0","translationSpeed":"0","size":"(11,19)"}]
T=101.0706 || screenImage=frame1427.png	[{"center":"(1006.0,391.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.46093","viewed":"13.152946437965905","rotationSpeed":"0","translationSpeed":"0","size":"(11,19)"}]
T=101.08815 || screenImage=frame1427.png	[{"center":"(1006.0,391.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.46093","viewed":"14.035668847618199","rotationSpeed":"0","translationSpeed":"0","size":"(11,19)"}]
T=101.1057 || screenImage=frame1428.png	[{"center":"(1008.5,392.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.37847","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(12,19)"}]
T=101.1418 || screenImage=frame1428.png	[{"center":"(1008.5,392.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"30.37847","viewed":"0.5","rotationSpeed":"0","translationSpeed":"0","size":"(12,19)"}]
T=101.4187 || screenImage=frame1433.png	[{"center":"(1032.0,399.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"29.95338","viewed":"19.849433241279208","rotationSpeed":"0","translationSpeed":"0","size":"(13,29)"}]
T=101.5972 || screenImage=frame1436.png	[{"center":"(1045.5,401.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"29.69197","viewed":"19.557607215607945","rotationSpeed":"0","translationSpeed":"0","size":"(14,30)"}]
T=101.6363 || screenImage=frame1437.png	[{"center":"(1050.5,402.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"29.60269","viewed":"19.81161275615895","rotationSpeed":"0","translationSpeed":"0","size":"(14,30)"}]
T=101.6637 || screenImage=frame1437.png	[{"center":"(1050.5,402.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"29.60269","viewed":"14.508618128546908","rotationSpeed":"0","translationSpeed":"0","size":"(14,30)"}]
T=101.68333333333334 || screenImage=frame1438.png	[{"center":"(1053.5,403.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"29.51972","viewed":"16.62077013859466","rotationSpeed":"0","translationSpeed":"0","size":"(14,31)"}]
T=101.70296666666667 || screenImage=frame1438.png	[{"center":"(1053.5,403.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"29.51972","viewed":"12.539936203984453","rotationSpeed":"0","translationSpeed":"0","size":"(14,31)"}]
T=102.53455 || screenImage=frame1453.png	[{"center":"(1120.5,411.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"28.31058","viewed":"18.721645226849056","rotationSpeed":"0","translationSpeed":"0","size":"(6,6)"}]
T=102.556 || screenImage=frame1453.png	[{"center":"(1120.5,411.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"28.31058","viewed":"13.509256086106296","rotationSpeed":"0","translationSpeed":"0","size":"(6,6)"}]
T=103.17 || screenImage=frame1463.png	[{"center":"(799.5,428.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"22.85886","viewed":"19.90602923739438","rotationSpeed":"0","translationSpeed":"0","size":"(1600,623)"}]
T=103.24642 || screenImage=frame1465.png	[{"center":"(1196.0,434.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"27.2938","viewed":"8.94427190999916","rotationSpeed":"0","translationSpeed":"0","size":"(21,39)"}]
T=103.25265999999999 || screenImage=frame1465.png	[{"center":"(1196.0,434.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"27.2938","viewed":"17.69180601295413","rotationSpeed":"0","translationSpeed":"0","size":"(21,39)"}]
T=103.3979 || screenImage=frame1467.png	[{"center":"(1207.0,434.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"27.13137","viewed":"19.13765920900464","rotationSpeed":"0","translationSpeed":"0","size":"(21,40)"}]
T=103.4274 || screenImage=frame1468.png	[{"center":"(1214.5,435.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"27.05362","viewed":"12.5","rotationSpeed":"0","translationSpeed":"0","size":"(22,41)"}]
T=103.4639 || screenImage=frame1468.png	[{"center":"(1214.5,435.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"27.05362","viewed":"10.012492197250394","rotationSpeed":"0","translationSpeed":"0","size":"(22,41)"}]
T=103.48245 || screenImage=frame1469.png	[{"center":"(1222.0,435.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.97048","viewed":"8.200609733428363","rotationSpeed":"0","translationSpeed":"0","size":"(23,42)"}]
T=103.501 || screenImage=frame1469.png	[{"center":"(1222.0,435.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.97048","viewed":"7.433034373659253","rotationSpeed":"0","translationSpeed":"0","size":"(23,42)"}]
T=103.5745 || screenImage=frame1470.png	[{"center":"(1227.0,435.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.88658","viewed":"10.259142264341596","rotationSpeed":"0","translationSpeed":"0","size":"(23,42)"}]
T=103.62545 || screenImage=frame1471.png	[{"center":"(1234.5,436.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.80525","viewed":"16.347782724271816","rotationSpeed":"0","translationSpeed":"0","size":"(24,43)"}]
T=103.6457 || screenImage=frame1472.png	[{"center":"(1241.5,436.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.72834","viewed":"16.347782724271816","rotationSpeed":"0","translationSpeed":"0","size":"(24,43)"}]
T=103.66105 || screenImage=frame1472.png	[{"center":"(1241.5,436.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.72834","viewed":"15.435349040433131","rotationSpeed":"0","translationSpeed":"0","size":"(24,43)"}]
T=103.6764 || screenImage=frame1472.png	[{"center":"(1241.5,436.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.72834","viewed":"13.647344063956181","rotationSpeed":"0","translationSpeed":"0","size":"(24,43)"}]
T=103.7013 || screenImage=frame1472.png	[{"center":"(1241.5,436.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.72834","viewed":"9.17877987534291","rotationSpeed":"0","translationSpeed":"0","size":"(24,43)"}]
T=103.71915 || screenImage=frame1473.png	[{"center":"(1248.5,436.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.65001","viewed":"12.90348790056394","rotationSpeed":"0","translationSpeed":"0","size":"(24,44)"}]
T=103.737 || screenImage=frame1473.png	[{"center":"(1248.5,436.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.65001","viewed":"12.349089035228468","rotationSpeed":"0","translationSpeed":"0","size":"(24,44)"}]
T=103.78625 || screenImage=frame1474.png	[{"center":"(1253.0,437.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.57312","viewed":"6.0","rotationSpeed":"0","translationSpeed":"0","size":"(25,43)"}]
T=103.8355 || screenImage=frame1475.png	[{"center":"(1260.0,437.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"26.49623","viewed":"13.0862523283024","rotationSpeed":"0","translationSpeed":"0","size":"(25,44)"}]
T=104.6392 || screenImage=frame1488.png	[{"center":"(1349.5,443.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"25.5651","viewed":"13.0862523283024","rotationSpeed":"0","translationSpeed":"0","size":"(32,51)"}]
T=104.6541 || screenImage=frame1489.png	[{"center":"(1357.5,444.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"25.4991","viewed":"19.474342094150447","rotationSpeed":"0","translationSpeed":"0","size":"(32,51)"}]
T=104.978 || screenImage=frame1495.png	[{"center":"(1158.0,501.5)","visible":"true","name":"Plane002","cameraDistance":"25.55768","viewed":"13.82931668593933","rotationSpeed":"0","translationSpeed":"0","size":"(883,80)"}]
T=105.4448 || screenImage=frame1502.png	[{"center":"(713.5,361.0)","visible":"true","name":"powerline (2)","cameraDistance":"51.91046","viewed":"3.640054944640259","rotationSpeed":"0","translationSpeed":"0","size":"(28,11)"}]
T=108.82315 || screenImage=frame1562.png	[{"center":"(862.0,369.5)","visible":"true","name":"Car kraz N220114","cameraDistance":"1.894369","viewed":"12.776932339180638","rotationSpeed":"1.19751064930328","translationSpeed":"0.984259271525117","size":"(1475,740)"}]
T=112.0344 || screenImage=frame1618.png	[{"center":"(1273.0,453.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.87349","viewed":"16.77050983124842","rotationSpeed":"0","translationSpeed":"0","size":"(37,60)"}]
T=112.048725 || screenImage=frame1618.png	[{"center":"(1273.0,453.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.87349","viewed":"15.628499608087784","rotationSpeed":"0","translationSpeed":"0","size":"(37,60)"}]
T=112.06305 || screenImage=frame1618.png	[{"center":"(1273.0,453.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.87349","viewed":"16.77050983124842","rotationSpeed":"0","translationSpeed":"0","size":"(37,60)"}]
T=112.3852 || screenImage=frame1624.png	[{"center":"(1225.0,451.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.498","viewed":"18.35755975068582","rotationSpeed":"0","translationSpeed":"0","size":"(33,57)"}]
T=112.7146 || screenImage=frame1628.png	[{"center":"(1201.5,449.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.24705","viewed":"17.507141400011598","rotationSpeed":"0","translationSpeed":"0","size":"(32,56)"}]
T=112.7585 || screenImage=frame1630.png	[{"center":"(1184.5,448.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.12129","viewed":"16.32482771731451","rotationSpeed":"0","translationSpeed":"0","size":"(32,56)"}]
T=112.7721 || screenImage=frame1631.png	[{"center":"(1178.0,448.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.06014","viewed":"16.278820596099706","rotationSpeed":"0","translationSpeed":"0","size":"(31,55)"}]
T=112.7997 || screenImage=frame1631.png	[{"center":"(1178.0,448.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"19.06014","viewed":"15.556349186104045","rotationSpeed":"0","translationSpeed":"0","size":"(31,55)"}]
T=112.8328 || screenImage=frame1632.png	[{"center":"(1170.5,447.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"18.99141","viewed":"17.10263137648707","rotationSpeed":"0","translationSpeed":"0","size":"(30,54)"}]
T=112.9255 || screenImage=frame1634.png	[{"center":"(1157.5,446.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"18.85659","viewed":"19.5","rotationSpeed":"0","translationSpeed":"0","size":"(30,53)"}]
T=113.00903333333333 || screenImage=frame1635.png	[{"center":"(1154.5,445.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"18.79599","viewed":"19.300259065618782","rotationSpeed":"0","translationSpeed":"0","size":"(30,52)"}]
T=113.0222 || screenImage=frame1635.png	[{"center":"(1154.5,445.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"18.79599","viewed":"11.597413504743201","rotationSpeed":"0","translationSpeed":"0","size":"(30,52)"}]
T=113.0513 || screenImage=frame1636.png	[{"center":"(1147.0,445.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"18.73238","viewed":"19.0","rotationSpeed":"0","translationSpeed":"0","size":"(29,51)"}]
T=113.1358 || screenImage=frame1637.png	[{"center":"(1144.0,444.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"18.67121","viewed":"19.235384061671343","rotationSpeed":"0","translationSpeed":"0","size":"(23,49)"}]
T=114.302 || screenImage=frame1657.png	[{"center":"(1032.0,435.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"17.43839","viewed":"11.40175425099138","rotationSpeed":"0","translationSpeed":"0","size":"(25,31)"}]
T=114.33455000000001 || screenImage=frame1658.png	[{"center":"(1025.5,435.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"17.38348","viewed":"6.800735254367722","rotationSpeed":"0","translationSpeed":"0","size":"(24,31)"}]
T=114.3671 || screenImage=frame1659.png	[{"center":"(1020.0,434.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"17.33286","viewed":"15.033296378372908","rotationSpeed":"0","translationSpeed":"0","size":"(25,31)"}]
T=114.4508 || screenImage=frame1660.png	[{"center":"(1017.5,434.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"17.28124","viewed":"18.5","rotationSpeed":"0","translationSpeed":"0","size":"(24,31)"}]
T=114.4678 || screenImage=frame1660.png	[{"center":"(1017.5,434.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"17.28124","viewed":"17.528548142958105","rotationSpeed":"0","translationSpeed":"0","size":"(24,31)"}]
T=115.28705 || screenImage=frame1674.png	[{"center":"(953.0,432.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.62645","viewed":"16.0312195418814","rotationSpeed":"0","translationSpeed":"0","size":"(23,35)"}]
T=115.3047 || screenImage=frame1674.png	[{"center":"(953.0,432.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.62645","viewed":"13.0","rotationSpeed":"0","translationSpeed":"0","size":"(23,35)"}]
T=115.3382 || screenImage=frame1675.png	[{"center":"(947.5,432.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.58075","viewed":"17.528548142958105","rotationSpeed":"0","translationSpeed":"0","size":"(22,35)"}]
T=115.3565 || screenImage=frame1675.png	[{"center":"(947.5,432.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.58075","viewed":"17.528548142958105","rotationSpeed":"0","translationSpeed":"0","size":"(22,35)"}]
T=115.3748 || screenImage=frame1676.png	[{"center":"(942.5,432.0)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.53822","viewed":"18.607794065928395","rotationSpeed":"0","translationSpeed":"0","size":"(22,35)"}]
T=115.4572 || screenImage=frame1677.png	[{"center":"(940.0,431.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.49566","viewed":"17.18284027743958","rotationSpeed":"0","translationSpeed":"0","size":"(23,36)"}]
T=115.4737 || screenImage=frame1677.png	[{"center":"(940.0,431.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.49566","viewed":"13.200378782444085","rotationSpeed":"0","translationSpeed":"0","size":"(23,36)"}]
T=115.49135 || screenImage=frame1678.png	[{"center":"(935.0,431.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"16.45397","viewed":"18.33712082089225","rotationSpeed":"0","translationSpeed":"0","size":"(23,36)"}]
T=119.782 || screenImage=frame1749.png	[{"center":"(677.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.3245","viewed":"17.10263137648707","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=119.8952 || screenImage=frame1750.png	[{"center":"(675.0,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.3134","viewed":"10.965856099730654","rotationSpeed":"0","translationSpeed":"0","size":"(25,58)"}]
T=120.0877 || screenImage=frame1754.png	[{"center":"(670.0,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28693","viewed":"16.224980739587952","rotationSpeed":"0","translationSpeed":"0","size":"(25,58)"}]
T=120.11125 || screenImage=frame1754.png	[{"center":"(670.0,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28693","viewed":"16.224980739587952","rotationSpeed":"0","translationSpeed":"0","size":"(25,58)"}]
T=120.1348 || screenImage=frame1755.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28405","viewed":"19.96246477767713","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.1736 || screenImage=frame1755.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28405","viewed":"18.66815470259447","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.23355 || screenImage=frame1756.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28244","viewed":"17.67766952966369","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.2545 || screenImage=frame1757.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28183","viewed":"12.90348790056394","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.2932 || screenImage=frame1757.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28183","viewed":"1.5811388300841898","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.319 || screenImage=frame1758.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28214","viewed":"8.860022573334675","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.34479999999999 || screenImage=frame1758.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28214","viewed":"11.423659658795863","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.3706 || screenImage=frame1759.png	[{"center":"(669.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.28324","viewed":"16.98528775146303","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=120.8907 || screenImage=frame1767.png	[{"center":"(674.5,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.30458","viewed":"18.179658962697843","rotationSpeed":"0","translationSpeed":"0","size":"(26,58)"}]
T=121.14525 || screenImage=frame1771.png	[{"center":"(675.0,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.30851","viewed":"15.402921800749363","rotationSpeed":"0","translationSpeed":"0","size":"(25,58)"}]
T=121.1644 || screenImage=frame1772.png	[{"center":"(675.0,440.5)","visible":"true","name":"WorkerSmoking 3","cameraDistance":"14.30851","viewed":"10.307764064044152","rotationSpeed":"0","translationSpeed":"0","size":"(25,58)"}]
